Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Case Counts,Death Counts,Death Counts(Per 1000),Case Counts(Per 1000)
27407,53237,34.8,23.66,64.18,12.16,48.11,51.89,35.79,35.96,0.69,12.5,0.03,3.09,11.63,28283.0,50050.0,17.84,21.09,81.84,8.9,1.91,0.2,0.88,0.32,5.6,21514.0,2.45,42.89,57.11,23482.0,91.62,8.38,47.32,52.68,147800.0,13.4,86.6,13.12,22.29,30.76,24.4,9.42,20.93,3.45,49.92,19.03,0,26.13,1.47,3243.0,36.0,0.6762214249488139,60.916280030805645
27406,62757,36.0,25.08,59.71,15.21,47.24,52.76,28.62,55.76,0.3,2.5,0,2.54,8.83,25437.0,44625.0,19.84,23.46,80.68,10.71,2.22,0.08,1.17,1.44,4.69,24559.0,2.51,36.95,63.05,27118.0,90.56,9.44,54.48,45.52,134500.0,17.27,82.73,12.44,30.34,33.01,16.17,8.04,8.33,2.32,24.67,15.31,0,57.49,0.21,3953.0,72.0,1.147282374874516,62.988989276096696
27405,51160,32.6,28.06,61.38,10.56,47.09,52.91,21.96,56.72,0.4,4.26,0,3.26,12.29,20520.0,39203.0,26.99,24.74,76.15,12.12,3.35,0.2,0.85,1.1,6.68,19357.0,2.62,41.97,58.03,21894.0,88.41,11.59,43.52,56.48,113400.0,12.38,87.62,16.58,30.09,30.86,13.76,8.72,13.6,2.85,24.87,31.43,0,40.78,0.07,3480.0,31.0,0.6059421422986708,68.02189210320563
27401,23519,27.6,13.1,75.09,11.81,43.82,56.18,23.09,66.83,0.81,0.56,0.03,1.9,6.5,19013.0,36029.0,25.94,20.89,64.03,12.42,7.48,0.81,7.66,0.29,6.36,7588.0,2.22,23.78,76.22,9215.0,82.34,17.66,35.64,64.36,110800.0,33.13,66.87,15.9,26.47,28.83,17.21,11.6,6.05,6.53,8.43,37.57,0,47.47,0,1344.0,12.0,0.5102257749053956,57.14528678940431
27377,8884,42.0,23.18,60.66,16.16,49.11,50.89,70.1,22.56,0,2.94,0,2.56,1.69,38692.0,74938.0,7.77,22.01,80.78,6.38,0,0,0,0.16,10.19,3542.0,2.51,53.71,46.29,3689.0,96.02,3.98,75.1,24.9,191200.0,9.84,90.16,5.66,21.74,27.82,30.06,14.73,3.3,23.21,23.55,10.92,0,32.08,10.24,654.0,3.0,0.33768572714993245,73.61548851868528
27376,9737,53.1,17.42,52.27,30.31,48.71,51.29,74.05,15.22,0,2.15,0,6.06,2.53,35540.0,64524.0,9.11,27.01,88.52,3.36,0,0,0.19,2.5,5.43,3931.0,2.48,59.01,40.99,4646.0,84.61,15.39,87.23,12.77,259100.0,4.84,95.16,5.28,26.32,33.37,20.18,14.84,1.31,0,47.66,0,0,52.34,0,637.0,11.0,1.129711410085242,65.42056074766354
27358,15852,43.8,24.06,61.85,14.09,47.26,52.74,88.94,3.46,0,2.83,0,1.43,3.34,47307.0,99450.0,8.64,24.73,82.16,7.25,0,0.3,0.6,0.39,9.31,5321.0,2.97,65.63,34.37,5428.0,98.03,1.97,86.3,13.7,310700.0,9.42,90.58,6.37,20.86,27.74,28.95,16.08,5.1,19.04,46.48,14.83,0,17.43,2.22,807.0,3.0,0.18925056775170326,50.90840272520818
27355,2253,46.1,14.51,58.37,27.12,50.64,49.36,84.64,7.32,0,0.04,0,4.22,3.77,39676.0,54551.0,8.97,27.99,89.47,9.21,0,0,0,0,1.32,982.0,2.29,53.94,46.06,1092.0,89.93,10.07,69.25,30.75,155500.0,10.71,89.29,15.33,31.18,37.88,5.94,9.67,4.31,0,1.03,0,0,98.97,0,177.0,0.0,0.0,78.56191744340879
27350,6253,39.3,22.71,63.3,13.99,50.07,49.93,89.11,0.77,0,0.29,0,0,9.84,27382.0,51351.0,11.73,27.79,83.46,11.15,0,0.58,0,0.55,4.26,2520.0,2.48,55.0,45.0,2755.0,91.47,8.53,84.56,15.44,134400.0,10.38,89.62,13.62,35.89,34.15,13.21,3.13,3.98,4.42,7.23,0,0,88.35,0,441.0,5.0,0.7996161842315689,70.52614744922438
27349,5265,47.4,19.11,64.79,16.11,48.98,51.02,88.98,9.44,0,0,0.06,0.47,1.04,27825.0,59519.0,9.71,29.7,78.36,8.22,0.45,0,3.09,3.91,5.98,2150.0,2.44,61.84,38.16,2374.0,90.56,9.44,82.84,17.16,158800.0,12.64,87.36,9.47,32.12,38.41,13.94,6.06,5.55,5.82,0,51.03,1.03,9.59,32.53,371.0,5.0,0.9496676163342831,70.4653371320038
27341,3914,46.7,16.66,68.91,14.44,52.3,47.7,89.83,2.2,0,0.2,0,5.49,2.27,26617.0,46399.0,9.88,28.16,87.86,6.12,0,0,0.73,0,5.29,1861.0,2.1,53.04,46.96,2414.0,77.09,22.91,87.75,12.25,113100.0,2.64,97.36,16.08,45.94,26.81,9.28,1.9,0.69,22.22,29.63,0,0,48.15,0,370.0,0.0,0.0,94.53244762391415
27332,33465,37.2,24.88,60.21,14.91,49.85,50.15,58.19,20.52,1.23,0.68,0.07,2.38,16.77,26038.0,61523.0,11.36,31.0,85.48,9.69,0.02,0,0.6,0.16,3.3,11606.0,2.87,53.41,46.59,12962.0,89.54,10.46,69.32,30.68,162300.0,14.21,85.79,12.19,27.14,37.76,14.44,8.47,6.9,5.5,5.41,2.34,1.95,84.46,0.35,2221.0,21.0,0.6275212909009412,66.36784700433289
27326,3253,39.2,19.77,63.02,17.21,47.56,52.44,63.14,27.97,0,0.74,0,5.69,2.46,27521.0,51902.0,14.06,32.04,92.33,4.38,0,0,0.55,0.62,2.12,1359.0,2.38,54.15,45.85,1639.0,82.92,17.08,76.97,23.03,111200.0,3.57,96.43,9.14,44.21,38.91,5.04,2.69,1.57,0,0,0,0,100.0,0,236.0,2.0,0.6148170919151552,72.54841684598831
27320,38318,46.1,19.08,60.02,20.91,46.97,53.03,65.27,24.3,0.79,0.19,0,2.82,6.35,25092.0,45955.0,17.43,26.28,83.64,9.56,0.23,0,1.44,0.27,3.5,16495.0,2.27,54.65,45.35,18851.0,87.5,12.5,70.57,29.43,120500.0,10.54,89.46,16.99,33.1,33.52,10.66,5.73,3.73,8.05,1.89,0,0,89.15,0.91,2528.0,17.0,0.4436557231588288,65.97421577326583
27313,6663,46.3,19.23,63.15,17.62,53.28,46.72,87.95,4.82,0,1.47,0,4.17,1.59,32678.0,69113.0,5.5,27.88,89.67,5.23,0,0,0.03,0.99,4.09,2698.0,2.42,65.38,34.62,2921.0,92.37,7.63,86.69,13.31,168400.0,5.78,94.22,6.59,33.77,34.36,15.17,10.12,1.1,26.03,35.62,0,0,38.36,0,398.0,18.0,2.7014858171994596,59.73285306918805
27311,3323,46.9,24.01,55.07,20.91,46.37,53.63,73.79,17.42,0,0.36,0,0.03,8.4,18282.0,32449.0,21.99,33.31,94.14,4.93,0,0,0,0,0.93,1343.0,2.47,58.22,41.78,1726.0,77.81,22.19,68.88,31.12,93200.0,23.17,76.83,24.51,31.87,33.75,7.81,2.05,3.82,8.66,9.45,0,0,81.89,0,216.0,0.0,0.0,65.00150466445982
27310,7398,43.5,30.14,56.81,13.04,46.86,53.14,77.63,7.69,1.11,7.53,0,2.39,3.65,46732.0,138025.0,2.76,25.0,78.45,3.43,0,0,0.7,0.92,16.5,2398.0,3.09,72.8,27.2,2487.0,96.42,3.58,96.5,3.5,395900.0,9.23,90.77,0.91,17.94,26.49,35.48,19.18,8.04,2.02,71.93,0,0,15.63,10.42,480.0,2.0,0.2703433360367667,64.882400648824
27302,31693,39.0,24.1,61.86,14.04,47.22,52.78,66.62,20.13,0.31,1.68,0,2.16,8.84,30549.0,62263.0,10.5,27.8,85.21,6.62,0.74,0.01,0.88,0.26,6.01,12428.0,2.53,56.68,43.32,13536.0,91.81,8.19,70.1,29.9,190400.0,11.44,88.56,9.3,24.73,36.21,20.88,8.88,6.72,3.19,19.11,15.31,0,60.89,1.5,1934.0,5.0,0.15776354400025241,61.022938819297636
27298,10841,43.6,20.95,61.04,18.01,50.92,49.08,76.82,7.57,0.22,0.16,0,1.67,13.56,23700.0,49515.0,14.21,26.76,73.51,16.6,0,0,0.63,0.75,8.51,4191.0,2.58,50.04,49.96,4585.0,91.41,8.59,69.82,30.18,147600.0,12.6,87.4,17.34,42.54,27.04,10.33,2.75,6.73,1.1,2.33,0,0,96.58,0,615.0,8.0,0.7379393044922055,56.7290840328383
27292,40545,41.6,21.58,59.03,19.4,49.01,50.99,73.34,14.69,0.26,0.71,0.01,3.32,7.67,22734.0,42382.0,18.68,26.31,79.75,11.57,0.4,0,1.51,1.91,4.86,16588.0,2.38,52.21,47.79,19450.0,85.29,14.71,66.57,33.43,137700.0,11.95,88.05,17.75,32.91,34.55,10.11,4.69,3.62,3.81,7.83,3.74,0,84.62,0,3003.0,23.0,0.567270933530645,74.06585275619682
27291,1293,54.3,21.04,54.52,24.44,54.06,45.94,78.27,15.62,0,0,0,4.49,1.62,33809.0,70221.0,14.15,33.64,88.4,11.6,0,0,0,0,0,551.0,2.33,68.09,31.91,890.0,61.91,38.09,78.04,21.96,165300.0,8.51,91.49,14.79,35.26,29.68,10.77,9.5,0,0,0,0,0,0,0,101.0,0.0,0.0,78.11291569992267
27288,23536,44.5,19.77,59.22,21.01,48.02,51.98,70.84,20.96,0.02,1.65,0.06,2.59,3.81,23546.0,42787.0,19.04,22.88,86.65,7.84,0.02,0,0.34,0.08,3.36,10125.0,2.29,50.48,49.52,11787.0,85.9,14.1,60.05,39.95,94700.0,12.27,87.73,18.17,34.46,32.87,8.77,5.73,3.12,11.31,47.28,3.54,0,37.87,0,1559.0,12.0,0.5098572399728076,66.23895309313392
27284,55913,42.3,22.17,60.18,17.65,48.89,51.11,72.91,10.84,0.38,2.7,0,2.24,10.75,33487.0,65394.0,9.81,24.49,83.16,8.18,0.44,0,0.95,0.17,6.2,22482.0,2.48,58.08,41.92,23983.0,93.74,6.26,70.84,29.16,179900.0,12.63,87.37,8.82,26.38,33.62,22.06,9.12,7.78,7.61,29.15,3.22,0,55.82,4.21,3964.0,49.0,0.8763614901722319,70.89585606209647
27283,3007,42.5,22.98,59.06,17.96,53.61,46.39,76.26,3.82,0,0.8,0,1.1,18.02,28826.0,67426.0,12.52,27.04,80.12,9.71,0,0,4.13,0,6.04,1113.0,2.69,59.94,40.06,1285.0,86.61,13.39,89.76,10.24,171700.0,17.7,82.3,6.95,46.28,19.98,18.18,8.6,9.44,8.8,0,0,0,91.2,0,179.0,1.0,0.3325573661456601,59.52776854007316
27282,16515,41.9,19.3,61.36,19.33,45.44,54.56,67.49,18.92,0.04,5.78,0,1.67,5.95,39163.0,75877.0,7.84,19.32,87.39,5.3,0.44,0,0.06,0.16,6.18,6595.0,2.5,56.2,43.8,6912.0,95.41,4.59,78.77,21.23,200500.0,14.47,85.53,5.68,18.59,27.61,29.45,18.68,11.3,14.41,47.03,6.37,0,30.21,1.98,1071.0,13.0,0.7871631849833485,64.85013623978202
27281,3211,43.0,23.01,54.72,22.27,44.6,55.4,60.04,16.82,0.5,2.4,0,9.12,11.12,31320.0,56007.0,6.1,25.22,86.87,0.91,0,0,0.33,0,11.89,1309.0,2.45,57.7,42.3,1507.0,86.86,13.14,76.55,23.45,214200.0,6.88,93.12,8.77,17.91,47.55,18.27,7.5,8.32,5.62,6.74,0.75,0,86.89,0,220.0,0.0,0.0,68.51448146994706
27265,50220,40.7,22.51,59.91,17.58,47.67,52.33,58.57,24.39,0.52,7.29,0.0,2.57,6.52,35530.0,60912.0,8.11,21.27,83.03,8.21,0.58,0.39,1.6,0.14,5.37,20471.0,2.41,53.9,46.1,22003.0,93.04,6.96,68.31,31.69,192700.0,15.22,84.78,6.33,22.8,30.11,27.21,13.55,9.29,11.79,54.77,9.0,0.26,20.71,3.47,3185.0,41.0,0.8164078056551175,63.420947829549974
27263,22157,40.9,23.22,58.15,18.64,47.46,52.54,67.25,13.78,0.68,8.65,0,1.48,8.13,25028.0,47424.0,13.72,22.02,85.06,8.47,0.81,0,0.59,0.04,3.68,8711.0,2.53,50.11,49.89,9347.0,93.2,6.8,67.63,32.37,126200.0,17.66,82.34,18.05,33.04,33.14,10.07,5.7,9.09,4.72,58.17,3.38,0,33.73,0,1665.0,30.0,1.3539739134359343,75.14555219569436
27262,26094,34.9,21.74,62.64,15.63,47.72,52.28,51.97,28.4,0.1,2.68,0.05,3.73,12.77,29236.0,48734.0,15.68,20.21,78.88,11.55,0.52,0.08,3.32,0.3,4.33,9063.0,2.57,40.41,59.59,10528.0,86.08,13.92,60.33,39.67,169700.0,16.72,83.28,14.54,23.49,28.22,22.85,10.89,12.37,18.84,25.1,11.78,0,39.26,5.02,1593.0,31.0,1.1880125699394497,61.04851690043688
27260,25351,37.1,25.03,60.38,14.59,50.36,49.64,17.28,56.59,0.24,7.37,0,3.18,15.32,15801.0,31490.0,29.3,19.76,73.74,20.35,0.62,0.07,2.94,0.02,1.13,9439.0,2.62,36.71,63.29,11439.0,82.52,17.48,37.37,62.63,82000.0,20.16,79.84,32.11,34.08,24.73,7.46,1.61,14.76,2.16,35.84,10.88,0,50.91,0.21,1674.0,31.0,1.2228314464912629,66.0328981105282
27258,7292,38.3,24.56,62.21,13.23,51.11,48.89,63.03,17.13,0.08,0,0,2.32,17.35,28194.0,53194.0,10.82,28.92,92.25,3.62,0,0,0.24,0.1,3.49,2797.0,2.61,51.36,48.64,3117.0,89.73,10.27,82.3,17.7,138900.0,10.65,89.35,14.13,33.82,32.49,12.03,7.53,9.35,2.35,1.17,14.81,0,81.67,0,533.0,7.0,0.9599561162918266,73.09380142622052
27249,12825,45.6,22.04,58.32,19.64,47.43,52.57,77.29,14.98,0.02,0.82,0,0.91,5.98,29861.0,62684.0,16.12,24.91,82.68,8.72,0,0,0.15,0.44,8.0,5198.0,2.46,58.21,41.79,5950.0,87.36,12.64,81.05,18.95,156000.0,8.88,91.12,10.96,28.28,32.55,19.21,9.0,2.88,17.62,24.66,0,0,57.18,0.54,849.0,6.0,0.46783625730994155,66.19883040935673
27248,3522,41.1,20.33,63.34,16.33,50.34,49.66,92.11,1.31,1.56,0,0,0.34,2.27,21172.0,47195.0,11.48,27.97,95.14,3.82,0,0,0.46,2.41,0.58,1226.0,2.87,58.07,41.93,1473.0,83.23,16.77,71.45,28.55,123500.0,12.49,87.51,17.03,37.39,30.85,11.81,2.92,0.34,100.0,0,0,0,0,0,289.0,5.0,1.4196479273140261,82.0556501987507
27242,1627,42.9,20.16,60.97,18.87,52.92,47.08,68.1,22.43,0,0,0,0.06,9.4,24429.0,34886.0,17.02,24.38,91.65,0.3,0.3,0,5.07,0.15,2.53,682.0,2.34,44.65,55.35,1034.0,65.96,34.04,68.04,31.96,110200.0,0.98,99.02,18.22,28.09,36.09,13.16,4.44,1.17,0,0,0,0,100.0,0,135.0,1.0,0.6146281499692685,82.97480024585126
27239,8693,51.7,15.5,62.38,22.12,51.9,48.1,96.89,0,0.07,1.37,0.06,1.06,0.55,27660.0,51403.0,15.87,31.03,79.73,14.56,0.77,0.1,0.8,0.37,3.67,3759.0,2.29,62.59,37.41,4457.0,84.34,15.66,78.82,21.18,115000.0,4.66,95.34,17.6,36.63,30.94,10.44,4.4,2.06,33.52,66.48,0,0,0,0,658.0,7.0,0.805245599907972,75.69308639134937
27235,4609,50.0,17.36,56.41,26.23,50.9,49.1,84.66,9.72,0,1.43,0,0.72,3.47,45058.0,94115.0,1.34,22.6,81.44,2.67,0,0,0,0.63,15.26,1906.0,2.39,75.19,24.81,1971.0,96.7,3.3,88.41,11.59,191700.0,4.98,95.02,5.4,20.5,37.13,27.15,9.82,6.66,8.14,21.5,46.91,0,23.45,0,325.0,3.0,0.6509004122369278,70.51421132566716
27233,3490,44.4,19.83,63.52,16.65,47.51,52.49,95.27,3.21,0.17,0,0,1.17,0.17,31605.0,65787.0,3.35,25.44,76.96,16.17,0,0,0.17,0.85,5.85,1315.0,2.65,66.31,33.69,1385.0,94.95,5.05,85.02,14.98,170800.0,11.46,88.54,11.16,42.69,30.36,14.74,1.05,0.54,68.42,0,0,0,31.58,0,213.0,2.0,0.5730659025787965,61.03151862464183
27214,12421,35.3,24.08,62.5,13.42,46.83,53.17,54.49,35.83,0.12,0,0,1.91,7.66,31197.0,67823.0,11.63,25.79,88.09,6.1,0.4,0,0.94,0,4.47,4462.0,2.78,53.16,46.84,4861.0,91.79,8.21,71.02,28.98,187500.0,8.47,91.53,11.85,22.23,34.89,17.31,13.72,5.84,8.82,0,57.71,0,33.47,0,778.0,4.0,0.3220352628612833,62.6358586265196
27208,1470,47.1,25.65,49.66,24.69,47.01,52.99,99.12,0.88,0,0,0,0,0,22086.0,39750.0,17.35,29.75,78.84,18.67,0,0,1.04,0,1.45,543.0,2.71,61.75,38.25,715.0,75.94,24.06,84.35,15.65,118500.0,3.7,96.3,15.5,33.11,29.36,12.42,9.62,0,0,0,0,0,0,0,120.0,0.0,0.0,81.63265306122449
27207,3877,47.2,13.93,57.67,28.4,45.99,54.01,79.16,19.71,0,0.64,0,0,0.49,27502.0,57201.0,13.66,28.74,83.99,9.95,0,0,1.19,0,4.87,1443.0,2.67,57.55,42.45,1699.0,84.93,15.07,81.57,18.43,151400.0,2.8,97.2,7.47,36.4,34.44,14.45,7.24,2.35,25.27,27.47,21.98,0,25.27,0,227.0,2.0,0.5158627805003869,58.550425586793914
27106,47332,39.1,21.81,60.77,17.42,47.71,52.29,54.42,27.18,0.2,3.76,0.11,1.04,11.36,39949.0,56775.0,13.16,20.28,81.94,8.33,0.99,0.46,0.88,1.93,6.29,19281.0,2.4,50.69,49.31,21888.0,88.09,11.91,55.85,44.15,180500.0,15.07,84.93,8.46,17.73,28.41,24.42,20.98,9.37,6.97,32.84,8.03,0,51.48,0.68,3311.0,29.0,0.6126933153046565,69.95267472323164
27104,29318,45.0,19.0,61.82,19.19,45.35,54.65,74.74,12.81,0.17,3.56,0,2.18,6.25,51007.0,66418.0,8.53,17.91,81.12,7.46,0.28,0.14,1.39,0.29,8.7,13299.0,2.18,50.91,49.09,14625.0,90.93,9.07,61.57,38.43,249500.0,14.52,85.48,4.31,19.31,21.73,30.18,24.47,7.88,11.22,42.7,6.19,0.43,37.55,1.91,1996.0,26.0,0.8868272051299544,68.08104236305341
27103,35057,37.7,20.0,63.85,16.15,44.2,55.8,65.2,16.96,0.05,5.14,0,2.16,10.36,31319.0,53349.0,14.86,20.39,80.14,8.0,0.63,0.14,3.01,0.12,7.41,15645.0,2.23,46.85,53.15,17817.0,87.81,12.19,55.16,44.84,162600.0,17.09,82.91,8.44,19.18,32.81,22.52,17.05,13.2,11.28,32.45,16.09,0,39.38,0.8,2414.0,26.0,0.7416493139743846,68.85928630516017
27101,19888,33.4,17.65,69.05,13.3,48.77,51.23,39.73,45.43,0.2,1.43,0,2.2,10.65,27654.0,39557.0,24.98,18.69,74.32,7.63,3.22,1.35,5.47,0.35,7.26,9001.0,2.03,31.08,68.92,10854.0,82.93,17.07,32.14,67.86,149100.0,20.13,79.87,11.3,30.68,26.04,18.93,13.05,5.96,7.93,24.28,10.54,0.84,50.0,6.41,1413.0,31.0,1.5587288817377314,71.0478680611424
27052,10425,44.6,21.06,61.03,17.91,47.61,52.39,83.24,9.71,0.03,1.68,0,2.6,2.58,22582.0,46097.0,19.52,34.67,87.9,10.09,0,0,0.31,0.16,1.48,4257.0,2.43,58.39,41.61,4787.0,88.93,11.07,72.66,27.34,133400.0,16.12,83.88,14.56,42.18,30.17,9.23,3.87,1.76,22.95,38.25,0,0,38.8,0,726.0,14.0,1.342925659472422,69.64028776978418
27051,7108,40.9,23.54,60.3,16.16,51.34,48.66,75.49,13.87,0,0.46,0,0.6,9.24,24517.0,47197.0,12.81,25.91,79.2,15.68,0,0,0.47,0.32,3.64,2824.0,2.52,57.61,42.39,3322.0,85.01,14.99,70.57,29.43,144700.0,9.54,90.46,15.23,34.69,28.07,17.72,4.29,3.36,21.34,10.04,0,0,68.62,0,556.0,5.0,0.7034327518289251,78.22172200337647
27050,4051,48.9,17.21,63.69,19.11,49.17,50.83,86.25,6.17,0.57,0.74,0,1.18,5.09,31075.0,63333.0,8.17,23.23,83.11,9.22,0,0,0.19,0.42,7.06,1794.0,2.26,56.96,43.04,2010.0,89.25,10.75,90.02,9.98,143800.0,4.42,95.58,12.38,34.16,38.04,11.15,4.27,2.76,0,8.04,0,0,91.96,0,243.0,2.0,0.4937052579609973,59.985188842261174
27048,8367,43.6,21.54,61.19,17.27,47.99,52.01,78.58,11.29,0,0.1,0,2.49,7.23,26390.0,54167.0,13.64,28.77,80.72,11.51,0.57,0,0.88,0.31,4.61,3334.0,2.49,60.85,39.15,3871.0,86.13,13.87,83.35,16.65,124000.0,9.08,90.92,15.84,34.42,34.47,10.84,4.43,3.61,2.32,7.28,0,0,90.4,0,570.0,3.0,0.3585514521333812,68.12477590534242
27047,1443,38.3,29.04,54.05,16.91,50.38,49.62,90.37,0,0,0,0,0,9.63,20650.0,56296.0,17.95,35.84,91.45,8.55,0,0,0,0,0,520.0,2.77,75.12,24.88,563.0,92.36,7.64,80.0,20.0,153300.0,1.2,98.8,20.07,30.6,31.6,10.98,6.76,9.63,0,0,0,0,100.0,0,94.0,0.0,0.0,65.14206514206514
27046,2061,57.5,7.91,60.41,31.68,52.79,47.21,96.51,2.28,0,0,0,0.87,0.34,26751.0,41359.0,12.18,36.85,90.7,4.8,0,0,0,0,4.51,1119.0,1.84,65.28,34.72,1246.0,89.81,10.19,84.0,16.0,157900.0,10.63,89.37,10.75,51.24,35.42,1.62,0.97,0.34,0,0,0,0,100.0,0,127.0,1.0,0.485201358563804,61.62057253760311
27043,6985,46.1,21.65,60.97,17.38,48.02,51.98,92.03,0.63,1.06,0,0,1.29,5.0,32987.0,62137.0,13.14,30.33,84.64,11.66,0.93,0,0,0,2.77,2737.0,2.53,63.72,36.28,2996.0,91.36,8.64,84.76,15.24,167400.0,4.77,95.23,19.27,27.88,30.48,15.83,6.53,2.88,2.49,3.48,0,0,91.54,2.49,424.0,5.0,0.7158196134574087,60.70150322118826
27041,7772,46.0,20.42,59.12,20.46,49.76,50.24,90.09,3.0,0.08,0.3,0,1.51,5.03,29850.0,51343.0,15.35,30.15,81.9,9.15,0.21,0,1.42,0.54,6.77,3237.0,2.4,56.02,43.98,3709.0,87.27,12.73,70.56,29.44,161500.0,8.32,91.68,14.26,28.93,32.08,18.65,6.08,5.61,8.26,13.99,0,0,37.16,40.6,555.0,6.0,0.7720020586721564,71.41019042717447
27040,12670,43.7,24.38,55.73,19.89,49.68,50.32,77.39,13.0,0.48,1.0,0,2.42,4.85,38669.0,79578.0,8.86,26.07,81.92,7.42,0,0,0.63,0.86,9.58,4749.0,2.67,60.65,39.35,5315.0,89.35,10.65,92.8,7.2,194800.0,4.31,95.69,5.65,21.44,31.08,27.65,14.17,3.02,13.32,20.37,0,0,66.32,0,808.0,4.0,0.31570639305445936,63.772691397000784
27028,25865,43.0,21.12,60.02,18.86,49.91,50.09,80.43,5.46,0.14,0.24,0,3.51,10.08,27019.0,54131.0,18.93,25.2,82.58,10.5,0.23,0,1.34,0.14,4.94,9616.0,2.67,53.79,46.21,11465.0,83.87,16.13,77.1,22.9,149500.0,9.5,90.5,13.77,36.44,34.13,10.48,5.19,4.98,1.4,3.03,0,0,94.8,0.78,2050.0,16.0,0.6185965590566402,79.25768412913203
27023,13418,40.7,27.03,54.26,18.71,48.55,51.45,82.73,10.44,0.46,2.52,0,1.41,2.44,42243.0,78024.0,10.29,23.47,87.03,4.28,0,0,0,0.15,8.54,4989.0,2.69,65.82,34.18,5290.0,94.31,5.69,83.52,16.48,232800.0,10.21,89.79,4.4,20.64,28.36,30.34,16.25,4.01,41.08,37.92,3.16,0,11.52,6.32,796.0,3.0,0.2235802653152482,59.323297063645846
27021,17286,43.7,18.95,62.55,18.5,45.66,54.34,92.93,2.27,0.14,0.06,0,0.49,4.11,29279.0,54024.0,11.19,24.35,91.44,5.49,0,0,0.18,0.39,2.52,7348.0,2.32,57.66,42.34,8035.0,91.45,8.55,74.69,25.31,147800.0,9.17,90.83,13.45,41.46,30.95,9.88,4.26,3.23,11.29,4.12,0,2.33,71.86,10.39,1314.0,33.0,1.9090593543908365,76.01527247483513
27019,4232,55.0,15.19,55.41,29.4,51.25,48.75,93.74,1.8,0.97,0.71,0,0.54,2.24,33185.0,60532.0,11.35,33.94,81.65,10.14,0,0,0.11,0,8.1,1821.0,2.31,68.44,31.56,2055.0,88.61,11.39,88.47,11.53,156800.0,3.63,96.37,12.71,40.14,34.9,7.59,4.66,1.13,0,62.5,0,0,37.5,0,254.0,1.0,0.23629489603024575,60.01890359168242
27018,8337,45.9,23.07,59.45,17.49,48.0,52.0,89.71,0.41,0,0,0,1.42,8.47,29592.0,54278.0,12.25,25.21,83.58,8.6,0,0,1.63,0.43,5.77,3144.0,2.65,64.58,35.42,3586.0,87.67,12.33,84.06,15.94,169800.0,5.91,94.09,13.92,37.05,34.58,12.2,2.24,2.46,1.95,0,0.49,0,92.68,4.88,579.0,4.0,0.47978889288712967,69.44944224541203
27016,1440,45.9,18.96,58.82,22.22,53.19,46.81,98.12,1.25,0,0,0,0.49,0.14,21858.0,50449.0,17.7,37.66,85.56,11.09,0,0,0.21,2.51,0.63,620.0,2.13,58.31,41.69,864.0,71.76,28.24,81.45,18.55,118100.0,10.14,89.86,14.66,32.71,34.4,11.56,6.67,0.14,0,0,0,0,100.0,0,115.0,2.0,1.3888888888888888,79.8611111111111
27014,932,34.3,26.18,59.76,14.06,55.9,44.1,68.13,8.48,4.83,5.15,0,11.59,1.82,22841.0,45417.0,25.86,41.97,74.81,15.71,0,0,0.25,4.99,4.24,343.0,2.72,46.29,53.71,424.0,80.9,19.1,60.06,39.94,88100.0,17.8,82.2,14.8,30.64,37.35,12.39,4.82,5.47,0,94.12,0,0,5.88,0,59.0,1.0,1.0729613733905579,63.30472103004292
27013,6120,35.4,24.28,61.41,14.31,44.38,55.62,76.62,17.83,0.38,1.76,0,0.82,2.6,24250.0,47241.0,18.68,28.97,82.8,11.44,0.19,0,0.47,1.05,4.05,2339.0,2.61,54.93,45.07,2842.0,82.3,17.7,83.75,16.25,130200.0,4.32,95.68,11.07,37.03,36.31,13.43,2.17,3.04,0,58.06,0,0,41.94,0,440.0,5.0,0.8169934640522876,71.89542483660131
27006,15320,48.9,20.41,54.84,24.75,45.99,54.01,91.7,3.02,1.08,1.2,0,0.93,2.07,43218.0,80347.0,4.39,27.3,83.38,8.2,0.06,0,1.02,1.46,5.87,6255.0,2.43,59.39,40.61,6900.0,90.65,9.35,91.35,8.65,228600.0,12.68,87.32,3.94,25.95,31.38,25.41,13.32,5.61,40.58,19.42,3.6,0,32.33,4.07,913.0,3.0,0.195822454308094,59.595300261096604
28909,836,55.3,15.19,61.96,22.85,37.44,62.56,92.94,0,0,0,5.26,1.79,0,21882.0,38535.0,13.64,14.66,49.87,23.45,0,0,9.97,0,16.71,426.0,1.96,52.19,47.81,518.0,82.24,17.76,86.15,13.85,145100.0,14.83,85.17,1.15,40.2,33.14,10.52,14.99,9.09,15.79,0,26.32,0,57.89,0,34.0,0.0,0.0,40.66985645933014
