Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Death Counts,Death Counts(Per 1000),Case Counts,Case Counts(Per 1000)
10462,75441,36,22.37,64.58,13.05,48.23,51.77,10.63,23.29,0.47,15.46,0,2.18,46.47,27139,57266,17.9,48.31,24.46,4.38,58.78,0.62,5.96,1.51,4.01,28981,2.59,42.46,57.54,30416,95.28,4.72,23.08,76.92,344100,7.94,92.06,18.72,28.78,25.74,17.12,9.64,32.17,6.82,34.2,10.05,0,48.73,0.2,343,4.546599329,22761,301.7059689
10463,70236,41.6,20.88,58.9,20.22,46.01,53.99,29.46,12.36,0.03,3.28,0.04,1.85,52.16,37379,60397,18.15,46.59,25.55,4.7,52.45,1.01,6.33,0.82,7.12,29490,2.3,41.78,58.22,30404,96.99,3.01,32.05,67.95,294100,9.01,90.99,18.67,20.35,20.97,19.83,20.19,30.48,15.45,8.82,4.77,0.08,70.21,0.66,452,6.43544621,17957,255.6666097
10464,4322,43.4,16.77,62.61,20.62,48.54,51.46,59.07,0.49,0,1.83,0,0,36.81,53102,101935,6.25,44.73,51.68,9.75,24.11,0,8.11,1.8,6.34,1874,2.3,48.91,51.09,2058,91.06,8.94,61.58,38.42,588200,9.61,90.39,7.72,18.02,24.74,26.65,22.86,21.63,47.06,10.05,1.39,0,34.65,6.84,17,3.933364183,1005,232.5312355
10465,45066,39.6,21.25,62.65,16.09,48.85,51.15,38.54,8.3,0,3.96,0.02,1.68,46.94,34896,74889,13.84,40.96,50.15,8.75,29.94,0.33,4.38,0.56,4.71,16122,2.67,41.6,58.4,17108,94.24,5.76,53.94,46.06,511900,7.12,92.88,15.74,28.44,29.23,15.92,10.68,17.13,21.12,19.19,6.51,0.05,53.11,0,233,5.170194825,12854,285.2261128
10466,74519,37.6,21.95,63.66,14.38,43.47,56.53,2.04,65.79,0.52,2.68,0,1.99,24.99,26580,58405,17.39,45.53,36.29,9.39,44.23,0.56,4.27,1.99,3.15,25009,2.94,39.63,60.37,26088,95.86,4.14,38.97,61.03,478100,9.84,90.16,20.86,30.1,26.36,13.75,8.92,42.51,1.66,1.73,10.22,0,85.97,0.42,313,4.200271072,17546,235.4567292
10467,100867,34.1,25.43,63.39,11.19,47.13,52.87,9.88,29.6,0.35,5.31,0.01,1.85,52.23,21682,40639,24.89,46.92,21.11,4.8,61.12,0.35,7.45,0.76,3.84,37713,2.61,38.62,61.38,39617,95.19,4.81,13.93,86.07,325100,11.05,88.95,25.82,29.45,24.98,12.3,7.44,37.47,8.64,11.72,7.62,0,71.98,0.04,615,6.097137815,29159,289.0836448
10468,78778,32.8,26.54,61.95,11.51,47.59,52.41,2.73,15.36,0.55,1.91,0,0.77,77.79,18263,37777,28.03,48.15,14.24,2.31,68.52,0.54,7.07,0.88,5.49,26917,2.86,39.13,60.87,27858,96.62,3.38,8.72,91.28,228800,8.8,91.2,30.31,29.35,25.8,9.88,4.67,47.16,1.29,3.63,6.75,0,88.33,0.01,378,4.79829394,21583,273.9724289
10469,72550,40.6,20.63,61.04,18.34,46.26,53.74,9.48,53.5,0.05,6.32,0.01,1.73,28.05,28158,67190,15.54,44.93,42.37,6.15,42.82,0.19,4.47,0.86,2.68,22886,3.05,43.12,56.88,23919,95.68,4.32,52.24,47.76,482500,7.48,92.52,18.92,27.86,26.51,16.53,10.18,39.1,6.17,11.59,9.94,0,71.92,0.37,578,7.966919366,18299,252.226051
10470,15500,38.6,18.77,64.98,16.25,46.74,53.26,36.37,35.74,0,4.93,0,2.99,19.54,34134,64643,10.92,45.39,37.95,3.25,47.12,0,4.29,0.44,4.47,6096,2.51,40.44,59.56,6338,96.18,3.82,35.06,64.94,481000,14.08,85.92,16.02,26.21,21.24,25.05,11.49,33.61,20.04,6.03,10.75,0,63.03,0.15,58,3.741935484,4164,268.6451613
10471,22577,46,17.32,54.4,28.28,47.3,52.7,58.39,8.64,0,5.13,0,1.92,25.07,54113,93657,7.92,45.64,40.91,5.14,39.03,0.4,5.9,0.85,7.21,8714,2.2,45.92,54.08,9382,92.88,7.12,53.08,46.92,360600,12.2,87.8,9.67,14.15,18.94,24.31,32.94,21.03,38.68,20.38,2.08,0.99,36.56,1.31,156,6.909686849,5453,241.5289897
10472,67989,32.6,27.04,60.66,12.3,47.75,52.25,2.64,21.97,0.44,8.41,0.06,1.89,63.12,18518,36038,29.39,45.93,21.53,4.5,61.82,0.21,6.28,1.46,3.98,22221,3.02,37.35,62.65,23836,93.22,6.78,16.31,83.69,516600,6.49,93.51,33.76,28.84,22.96,10.31,4.12,41.34,1.12,14.27,7.47,0,77.13,0,341,5.015517216,19159,281.7955846
10473,59627,36.8,23.99,59.89,16.12,46.41,53.59,2.15,31.19,0.35,1.56,0,0.98,62.27,25247,47856,23.42,46.44,39.56,3.69,47.44,0.15,4.63,1.5,2.69,21940,2.7,31.81,68.19,22809,96.19,3.81,30.38,69.62,442900,4.19,95.81,25.69,23.65,29.53,13.09,8.03,21.55,1.46,2.61,12.26,0,83.34,0.33,303,5.081590555,18223,305.6165831
10474,11579,30.9,29.34,62.49,8.17,51.17,48.83,1.91,34.42,0.1,0.21,0,0.09,62.81,13996,28419,41.55,44.86,16.01,2.35,64.89,0.85,10.15,0.46,4.73,3506,2.99,29.51,70.49,3915,89.55,10.45,6.13,93.87,442500,12.25,87.75,25.69,39.09,24.47,7.31,3.44,31.78,0.73,0.68,31.9,0,66.68,0,49,4.231798946,3073,265.3942482
10475,43791,44.8,17.94,57.16,24.89,44.55,55.45,6.01,58.51,0,2.47,0,2.39,29.97,28614,53819,13.27,49.64,32.01,2.55,53.65,0,7.94,0.66,3.26,18653,2.27,37.29,62.71,18812,99.15,0.85,46,54,26400,5.03,94.97,16.3,27.81,30.1,17.35,8.45,26.64,6.47,7.67,15.77,0.39,69.65,0.04,323,7.375944829,10600,242.0588705
11004,15297,43.2,19.03,58.02,22.95,47.11,52.89,27.78,4.91,0.41,47.43,0.29,3.62,12.09,42228,97845,9.07,39.66,64.56,7.58,17.8,0.09,5.52,3.46,3.66,4808,3.01,57.07,42.93,4973,96.68,3.32,73.38,26.62,557500,7.33,92.67,11,21.45,19.73,26.16,21.67,44.14,6.4,74.75,1.85,0,16.59,0.41,136,8.89063215,3824,249.9836569
11101,32537,33.5,17.74,74.78,7.48,50.83,49.17,32.89,12.94,0,26.42,0,5.25,21.84,57723,89525,14.11,35.33,10.42,2.66,68.93,1.58,4.93,0.66,10.04,14951,2.13,43.02,56.98,21280,70.26,29.74,13.52,86.48,959000,19.4,80.6,9.16,21.34,13.57,32.1,23.84,36.95,16.91,49.65,1.94,0.54,29.64,1.32,108,3.31929803,11406,350.5547531
11102,28359,34.7,13.42,73.45,13.12,48.49,51.51,47.24,6.78,0.71,16.3,0,2.6,25.68,48350,81462,15.17,40.8,13.95,1.51,65.64,1.43,5.25,0.69,11.16,12960,2.16,39.93,60.07,18076,71.7,28.3,14.46,85.54,730800,13.75,86.25,10.48,20.11,15.15,34.68,19.59,36.25,25.65,29.32,3.85,0.18,39.66,1.32,185,6.523502239,9210,324.764625
11103,35419,34.3,12.83,76.76,10.41,49.47,50.53,55.83,2.46,0,14.01,0,3.29,24.14,44505,81677,10.16,41.26,12.62,3.69,67.34,1.75,5.44,0.27,7.91,15575,2.27,41.09,58.91,18395,84.67,15.33,14.7,85.3,824000,15.25,84.75,10.24,19.79,15.61,36.01,18.35,39.81,36.52,25.06,5.89,0.45,31.27,0.79,131,3.698579858,11126,314.125187
11104,25037,38.2,16.37,70.5,13.13,47.02,52.98,43.56,1.03,0.16,24.17,0,3.01,27.85,43338,75772,9.47,38.37,12.18,2.01,69.12,2.16,6.06,0.21,7.19,11281,2.22,47.17,52.83,12494,90.29,9.71,21.75,78.25,542700,9.38,90.62,9.5,18.03,20.89,30.43,21.15,44.48,16.77,44.77,2.98,0.35,34.21,0.92,94,3.754443424,6555,261.8125175
11105,37452,35.6,15.39,71.66,12.95,50.6,49.4,61.36,2.21,0.09,10.08,0,3.67,22.37,44799,86516,9.87,41.32,17.4,4.2,60.41,1.01,5.91,0.22,10.05,15274,2.45,45.08,54.92,17347,88.05,11.95,27.26,72.74,898300,10.98,89.02,11.4,19.13,18.4,32,19.07,36.32,39.2,22.13,8.87,0.28,29.06,0.45,147,3.925024031,9895,264.2048489
11106,37094,35.2,14.7,71.32,13.99,48.51,51.49,43.95,6.81,0.09,17.87,0.02,3.09,27.57,46095,71865,11.51,40.14,11.2,1.76,66.81,1.44,6.75,0.59,10.03,16975,2.17,40.84,59.16,19538,86.88,13.12,18.04,81.96,642600,11.03,88.97,12.72,19.24,17.83,31.85,18.38,36.64,22.8,33.61,3.24,0.34,39.01,1.01,145,3.908987976,10154,273.7369925
11109,6127,33,18.13,76.77,5.09,50.69,49.31,52.15,0.62,0,35.48,0,4.54,7.21,88485,169425,1.31,34.86,4.41,0,85.02,1.6,0,0.52,8.45,2777,2.21,67.52,32.48,4334,64.07,35.93,15.45,84.55,600200,20.65,79.35,1.12,6.9,5.41,38.85,47.73,39.73,25.47,60.02,0,3.08,11.42,0,3,0.489636037,1445,235.8413579
11201,64798,35,17.76,70.25,11.98,47.76,52.24,58.16,11.46,0.13,13.29,0.06,5.28,11.35,90678,139697,11.74,32.24,4.79,0.98,63.48,2.65,11.2,0.26,14.56,29262,2.07,44.72,55.28,31956,91.57,8.43,35.59,64.41,1025500,20.17,79.83,4.3,8.62,9.44,37.57,40.08,19.3,24.46,43.33,5.48,1.23,22.09,3.41,215,3.318003642,14465,223.2321985
11203,77589,40,20.32,61.72,17.96,44.33,55.67,3.75,83.81,0.16,1.86,0,3.2,6.84,29103,57707,13.78,46.68,26.99,2.95,59.01,0.13,4.38,0.37,5.23,29249,2.59,38.86,61.14,32569,89.81,10.19,40.46,59.54,498000,4.68,95.32,10.68,36.02,26.47,17.83,9,50.43,1.33,3.11,2.71,0,92.69,0.16,466,6.006006006,17587,226.6687288
11204,75840,34.6,28.9,56.59,14.51,49.82,50.18,51.5,0.86,0.3,32.9,0.01,2.13,11.92,23088,54984,19.57,41.91,23.53,8.09,48.7,1.75,12.16,0.37,4.7,23520,3.22,59.22,40.78,25783,91.22,8.78,37.93,62.07,911500,7.31,92.69,26.76,27.79,16.43,19.47,9.54,45.22,27.6,56.5,2.57,0,12.77,0.56,324,4.272151899,20052,264.3987342
11205,47866,29.5,28.83,63.26,7.91,45.87,54.13,47.47,25.87,0.29,6.16,0.01,3.16,16.44,37113,62952,30.57,36.17,11.24,2.46,53.86,4.76,15.38,0.6,11.12,16779,2.7,34.01,65.99,18372,91.33,8.67,27.26,72.74,762700,13.39,86.61,15.88,18.93,17.18,28.9,19.12,17.17,17.52,27.64,7.02,0.6,44.59,2.63,111,2.318973802,10904,227.8026156
11206,87599,29.4,27.97,62.32,9.71,47.89,52.11,35.11,18.53,0.16,6.32,0,2.14,37.65,25085,43065,34.38,37.82,10.3,3.01,62.87,2.48,12.02,0.09,8.09,31489,2.76,33.59,66.41,33188,94.88,5.12,10.79,89.21,792100,10.51,89.49,25.64,25.46,18.96,21.62,8.32,20.52,13.48,25.25,1.91,0.54,57.84,0.98,347,3.961232434,23672,270.2313953
11207,90867,35.5,23.76,63,13.25,45.59,54.41,4.53,57.84,0.21,1.53,0.12,2.08,32.56,22129,42276,27.06,47.68,20.91,4.31,64.34,0.99,3.13,1.15,4.6,34010,2.6,34.27,65.73,37605,90.44,9.56,27.18,72.82,536000,8.09,91.91,20.32,35.98,25.79,12.8,5.11,30.6,2.24,4.13,5.31,0,87.85,0.47,490,5.392496726,25365,279.1442438
11208,102626,32.9,26.92,62.38,10.71,47.23,52.77,3.11,47.47,0.04,6.56,0,1.87,39.88,21484,45946,24.39,43.5,23.69,4.24,61.04,0.51,4.36,1.06,4.43,34368,2.96,39.08,60.92,38573,89.1,10.9,26.34,73.66,540400,3.77,96.23,17.28,49.3,18.66,11.17,3.6,38.45,1.32,17.74,4.96,0,75.74,0.23,508,4.950012667,27735,270.2531522
11209,68368,40.6,19.08,63.25,17.67,48.06,51.94,62.33,3.73,0.07,13.02,0.06,2.78,17.79,45955,79524,10.72,46.52,21.29,3.88,55.07,0.9,8.4,0.23,9.73,29186,2.33,51.56,48.44,32837,88.88,11.12,38.97,61.03,813600,9.46,90.54,11.22,18.1,19.74,28.49,22.45,30.99,25.69,44.87,10.25,0.17,18.36,0.66,272,3.978469459,18127,265.1386614
11210,62423,36.8,24.73,59.67,15.6,47.3,52.7,30.42,54.65,0,3.72,0,2.5,7.6,34111,70776,10.85,45.57,29.05,4.46,52.79,0.49,6.29,1.11,5.51,21851,2.84,44.75,55.25,23734,92.07,7.93,43.94,56.06,678700,6.51,93.49,10.04,25.82,27.99,22.07,14.09,39.95,8.07,8.8,4.98,0.02,77.99,0.14,302,4.837960367,15792,252.9836759
11211,104561,30.8,25.21,65.95,8.84,50.74,49.26,62.2,4.18,0.17,6.3,0.03,2.85,23.94,49864,90871,24.19,32.2,8.48,2.46,57.22,3.75,14.48,0.33,12.03,40821,2.54,42.38,57.62,44181,92.39,7.61,16.04,83.96,1074400,12.95,87.05,15.97,17.93,13.73,33.61,18.76,21.38,32.01,22.15,2.26,2.92,36.75,3.91,273,2.610916116,28522,272.7785694
11212,74037,38.6,21.48,64.18,14.34,42.22,57.78,3.01,73.71,0.01,0.91,0.07,3.65,17.98,20958,29385,32.92,49.73,16.91,4.11,67.39,0.32,7.36,0.65,2.29,31207,2.18,28.41,71.59,34401,90.72,9.28,14.5,85.5,443700,9.89,90.11,21.93,34.98,27.56,11.7,3.84,34.36,0.86,2.97,5.94,0,90.07,0.16,535,7.226116671,22163,299.3503248
11213,67382,34.6,22.18,64.64,13.18,46.71,53.29,21.96,61.49,0.03,1.92,0,2.36,11.74,29216,48318,21.39,42.96,14.13,2.54,62.52,2.24,8.05,0.5,8.34,26377,2.5,34.44,65.56,28469,92.65,7.35,17.19,82.81,865900,9.28,90.72,18.22,24.09,24.61,19.38,13.7,32.93,7.09,6.63,3.29,0.39,81.15,1.45,366,5.431717669,17711,262.8446766
11214,90372,40,21.33,61.73,16.94,49.02,50.98,40.81,1.6,0.08,36.78,0,2.56,17.68,28319,57639,16.62,47.31,23.9,5.02,55.85,1.01,7.32,0.49,5.48,31717,2.82,55.31,44.69,33632,94.31,5.69,35.26,64.74,793300,9.95,90.05,23.64,25.62,19.12,20.63,10.98,54.85,26.7,55.92,3.4,0,13.93,0.05,537,5.942105962,23439,259.3613066
11215,69995,36.6,21.8,67.22,10.98,48.61,51.39,65.87,3.41,0.07,9,0,5.19,15.76,80814,144330,6.67,40.2,8.1,1.5,63.34,2.96,8.33,0.71,14.48,28714,2.42,55.36,44.64,30992,92.65,7.35,40.48,59.52,1291000,14.8,85.2,6.12,7.65,9.81,35.79,40.63,18.24,30.66,30.5,1.88,2.15,29.54,5.27,118,1.685834702,12626,180.3843132
11216,59567,34,15.02,73.89,11.1,45.74,54.26,28.9,48.23,0.04,4.78,0,4.72,12.28,46856,77343,14.87,42,10.98,1.78,66.85,3.97,4.28,1.05,10.83,25771,2.29,33.18,66.82,28470,90.52,9.48,24.16,75.84,1201100,15.04,84.96,10.72,19.74,17.98,32.09,19.47,22.63,11.74,13.96,3.88,0.98,66.36,3.07,186,3.122534289,13646,229.0865748
11217,42461,34.6,19.29,69.84,10.88,46.84,53.16,50.49,18.19,0.01,9.14,0.04,6,15.61,80321,122598,13.61,35.8,6.9,0.9,65.49,2.45,8.23,0.51,14.47,18627,2.24,41.54,58.46,20776,89.66,10.34,28.47,71.53,1345100,18.67,81.33,8.73,9,11.69,37.39,33.18,18.98,24.14,24.08,4.86,3.62,38.98,4.32,164,3.86236782,9601,226.1133746
11218,73280,35.7,27.31,60.4,12.29,50.74,49.26,52.24,8.59,0.08,19.65,0,4.3,14.51,36189,78249,16.41,42.48,17.03,3.96,56.18,1.93,9.78,0.64,9.69,25219,2.88,53.09,46.91,26426,95.43,4.57,39.72,60.28,785600,7.73,92.27,15.24,20.49,17.41,24.87,21.98,32.34,20.9,48.15,1.9,1,26.56,1.49,343,4.680676856,18654,254.5578603
11219,87812,26.6,37.76,50.41,11.83,49.88,50.12,60.54,1.25,0.13,24.24,0.03,0.59,12.39,17198,41907,35.47,36.7,16.64,7.35,39.23,0.98,28.84,0.83,5.64,23871,3.63,61.51,38.49,26843,88.93,11.07,25.82,74.18,956400,6.76,93.24,31.43,35.47,12.84,13.68,6.59,33.46,19.7,57.93,2.44,0.14,19.21,0.58,388,4.418530497,22486,256.0697855
11220,90657,35.6,24.07,63.22,12.71,49.34,50.66,15.25,2.09,0.07,41.16,0,1,40.26,22745,55119,23.73,44.72,12.43,7.73,56.44,1.93,14.44,0.17,5.18,27849,3.25,53.56,46.44,30135,92.41,7.59,27.38,72.62,868500,7.91,92.09,42.22,21.99,12.59,14.65,8.54,54.28,5.15,56.09,3.18,0.01,35.49,0.09,374,4.125439845,27463,302.9330333
11221,85582,31.4,19.29,70.42,10.28,46.44,53.56,18.56,40.54,0.04,4.09,0.03,2.49,33.81,33609,65548,22.18,43.57,15.12,2.78,64.7,3.68,5.31,0.43,6.88,33067,2.55,29.35,70.65,36147,91.48,8.52,21.11,78.89,976900,12.2,87.8,17.43,25.07,22.27,23.66,11.57,24.08,8.29,12.4,5.98,0.38,72.36,0.58,350,4.089645019,21459,250.7419785
11222,36710,35.4,11.46,77.41,11.13,48.6,51.4,71.68,2.86,0.16,5.22,0,4.41,15.23,58965,96435,10.05,37.19,10.38,1.8,60.2,5.26,9.06,0.44,10.84,17941,2.03,38.26,61.74,19390,92.53,7.47,17.26,82.74,1098300,15.88,84.12,8.67,14.6,17.1,40.06,19.57,26.31,55.94,17.6,1.75,3,19.47,2.24,76,2.070280577,10745,292.6995369
11223,80500,37.3,25.82,58.26,15.91,48.63,51.37,52.03,4.52,0.07,24.99,0.21,3.43,13.4,28693,56908,17.97,45.53,25.04,7.65,49.84,0.93,8.08,1.35,7.75,27709,2.9,56.45,43.55,29897,92.68,7.32,37.23,62.77,871000,9.36,90.64,20.6,28.72,17.64,20.01,13.03,46.61,28.93,55.76,2.74,0.03,12.05,0.49,361,4.48447205,24406,303.1801242
11224,45587,49.1,18.7,52.47,28.83,45.76,54.24,49.82,19.1,0.06,7.3,0.02,3.39,20.3,24971,35776,28.21,51.65,24.16,3.83,55.55,0.26,8.25,0.01,5.77,19272,2.3,44.17,55.83,20584,93.63,6.37,30.12,69.88,448400,7.42,92.58,17.93,26.71,17.51,19.94,17.9,46.86,58.48,24.1,1.84,0,15.4,0.17,545,11.95516266,14704,322.5480949
11225,56072,36.3,17.22,67.89,14.89,45.34,54.66,27.82,57.38,0.09,2.58,0,1.9,9.95,38992,65200,15.82,42.69,11.34,2.1,68.28,1.82,5.38,0.27,8.95,24177,2.31,34.7,65.3,25651,94.25,5.75,18.33,81.67,892700,8.79,91.21,11.88,21.3,24.27,25.46,17.09,37.05,6.76,6.28,8.67,0.85,76.09,1.35,274,4.886574404,12688,226.2804965
11226,96332,34.8,21.32,66.97,11.71,45.68,54.32,13.17,64.05,0.42,2.93,0,2.92,15.94,31064,60896,15.26,46.28,12.06,2.18,70.33,1.82,5.52,0.56,6.61,37483,2.54,35.9,64.1,40989,91.45,8.55,12.62,87.38,662400,7.15,92.85,13.78,33.27,21.4,20.1,11.45,42.9,3.3,6.36,5.58,0.31,83.83,0.62,581,6.031225346,23775,246.8027239
11228,43878,42,19.29,61.55,19.16,48.87,51.13,48.61,1.17,0.08,36.64,0.05,1.21,12.13,35961,76278,11.64,43.35,31.49,7.49,44.6,1.36,7.17,0.1,7,15473,2.82,56.47,43.53,16614,93.13,6.87,55.04,44.96,953000,7.52,92.48,18.09,28.73,17.07,23.58,12.52,41.64,22.36,59.58,4.82,0.03,12.89,0.32,215,4.899949861,11331,258.2387529
11229,81909,41.2,21.82,58.34,19.84,47.91,52.09,58.8,5.83,0.07,22.65,0.11,2.58,9.75,33764,66332,13.52,48.5,29.63,5.81,47.42,1.1,6.75,0.22,7.84,31099,2.63,55.22,44.78,33848,91.88,8.12,47.45,52.55,669300,6.73,93.27,14.22,27.52,19.74,23.27,15.25,46.15,37.03,50.12,1.67,0.1,10.61,0.48,411,5.017763616,23916,291.982566
11230,87188,34.3,27.61,56.02,16.37,49.23,50.77,64.16,6.61,0.06,14.23,0.04,2.69,11.41,30168,57770,18.3,40.74,24.65,6.48,47.55,1.22,11.64,0.8,6.68,31254,2.77,55.69,44.31,33404,93.56,6.44,30.74,69.26,796900,8.07,91.93,16.87,20.1,19.41,24.61,19,41.3,35.19,44.1,2.45,0.11,17.83,0.32,542,6.216451805,27047,310.2147084
11231,37796,36.2,25.19,65.57,9.24,45.53,54.47,59.67,12.91,0.19,5.51,0.7,4.34,16.07,71503,108525,13.85,36.07,7.44,2.24,51.95,6.7,14.78,0.62,15.21,15871,2.38,49.04,50.96,17230,92.11,7.89,32.48,67.52,1356300,10.41,89.59,10.06,11.86,12.12,33.6,32.36,16.22,29.48,20.2,7.62,2.43,36.75,3.52,88,2.328288708,8303,219.6793311
11232,26501,33.9,20.78,71.46,7.76,54.33,45.67,22.86,6.23,0.25,15.87,0.06,2.98,51.7,32571,74072,16.63,41.91,12.15,5.63,61.23,2.86,9.89,0.06,6.15,8936,2.74,42.19,57.81,9635,92.75,7.25,22.52,77.48,775000,11.53,88.47,29.9,21.1,15.77,19.64,13.59,36.69,5.28,30.56,1.43,0,61.81,0.93,92,3.471567111,7727,291.5739029
11233,79796,33.7,22.64,65.85,11.51,45.73,54.27,10.51,69.26,0.13,2.17,0.03,2.08,15.64,28268,48278,26.71,42.96,17.83,1.35,68.75,1.48,3.55,0.18,5.34,31811,2.45,30.18,69.82,33791,94.14,5.86,22.32,77.68,920800,7.05,92.95,16.74,32.25,21.57,19.49,9.94,23.66,4.68,9.18,7.51,0.71,76.37,1.55,352,4.411248684,18162,227.6053938
11234,90372,41.8,21.68,59.49,18.83,46.42,53.58,35.31,42.99,0.15,7.31,0,2.72,10.84,39391,84116,7.81,49.96,39.41,8.7,42.37,0.43,3.05,0.68,4.91,32227,2.8,51.17,48.83,34496,93.42,6.58,67.95,32.05,615500,5.32,94.68,11.26,28.91,23.68,21.4,14.75,37.43,14.69,19.56,2.68,0.03,62.64,0.41,416,4.60319568,22976,254.2380383
11235,76921,45.4,17.92,57.75,24.34,47.86,52.14,71.01,1.94,0.05,13.11,0,5.01,8.6,35098,56308,16.89,45.63,28.37,5.76,46.31,0.52,11.05,0.27,7.02,32492,2.33,55.35,44.65,35127,92.5,7.5,38.48,61.52,603200,8.57,91.43,11.36,22.84,17.85,26.92,21.03,61.98,57.71,33.97,0.88,0.03,7.12,0.3,781,10.15327414,25777,335.110048
11236,98821,38.6,22.44,62.79,14.77,43.9,56.1,3.78,83.86,0.09,2.54,0,1.58,7.56,30664,74015,11.56,50.27,33.79,6.35,53.5,0.11,2.58,0.58,2.81,34018,2.86,39.09,60.91,36659,92.8,7.2,48.25,51.75,575800,4.7,95.3,11.75,31.43,27.61,19.22,9.99,45.57,1.95,4.21,3.41,0.04,90.15,0.25,550,5.565618644,23576,238.572773
11237,46772,31.3,18.33,73.55,8.12,50.79,49.21,22.28,8.41,0.31,5.66,0.03,2.22,60.05,28165,57375,28.29,39.57,10.63,1.98,66,2.62,8.82,1.04,8.68,17383,2.61,31.32,68.68,18709,92.91,7.09,9.03,90.97,846300,12.58,87.42,26.41,20.84,16.47,26.62,9.66,35.32,9.54,12.43,1.1,0.22,76,0.72,188,4.019498845,13215,282.5408364
11238,55102,36.1,16.12,71.52,12.36,45.52,54.48,48.92,28.5,0,5.92,0,5.72,10.33,62458,100568,10.49,38.41,6.96,1.78,63.38,4.1,7.77,0.61,13.66,25443,2.12,41.55,58.45,27598,92.19,7.81,30.81,69.19,983500,15.96,84.04,9.11,10.41,12.83,35.73,31.92,19,17.53,21.65,8.81,2.27,47.71,2.03,219,3.974447388,12825,232.7501724
11239,12832,49.1,19.39,49.64,30.97,39.2,60.8,18.85,56.82,0.29,3.59,0,1.85,18.6,22578,29571,29.57,54.38,24.86,3.81,57.53,0.74,6.23,3.91,2.92,6771,1.88,33.87,66.13,6949,97.44,2.56,2.85,97.15,532700,2.6,97.4,15.31,38.53,26.34,11.83,7.99,32.47,44.46,14.86,5.16,0,35.53,0,181,14.1053616,4415,344.0617207
11354,52351,46.6,15.21,63.09,21.7,46.03,53.97,16.1,2.86,0.11,64.6,0.11,1.4,14.29,26708,45838,18.94,42.32,25.26,12.64,41.04,0.43,15.32,0.53,4.77,20115,2.51,53.62,46.38,22646,88.82,11.18,38.15,61.85,426400,7.97,92.03,25.59,29.32,21.11,14.8,9.18,65.81,5.87,80.3,0.54,0.01,13.12,0.16,522,9.971156234,13004,248.4002216
11355,81358,44.2,17.19,63.36,19.46,48.14,51.86,8.06,2.31,0.46,72.18,0.05,0.98,15.65,23840,45527,21.71,40.52,21.38,13.99,42.65,0.41,16.53,0.32,3.64,28422,2.85,58.72,41.28,30627,92.8,7.2,30.15,69.85,652900,6.84,93.16,32.65,28.35,17.42,13.21,8.37,69.53,2.46,83.56,0.37,0.08,13.53,0,453,5.56798348,20510,252.0956759
11356,24178,37.4,25.29,60.44,14.27,49.02,50.98,24.43,1.41,0,29.3,0.22,1.14,43.3,26804,64324,9.28,42.86,50.41,10.27,29.81,0.56,4.56,0.19,3.76,7346,3.29,57.49,42.51,7900,92.99,7.01,47.41,52.59,683400,7.4,92.6,20.9,32.78,24.85,14.99,6.47,45,6.68,48.94,1.25,0.18,42.56,0.39,79,3.267433204,7024,290.5120357
11357,40118,46.8,19.39,57.1,23.51,48.16,51.84,55.91,0.45,0,24.66,0.02,1.21,17.34,39414,82858,5.89,39.73,59.82,10.54,23.38,0,1.33,0.42,4.56,14437,2.76,58.93,41.07,15633,92.35,7.65,72.51,27.49,794200,6.78,93.22,17.47,24.26,22.47,22.65,13.15,35.59,28.56,54.28,0.62,0,16.17,0.36,200,4.985293385,10253,255.5710654
11358,36665,42.6,18.98,62.68,18.34,48.65,51.35,30.96,0.85,0.38,47.09,0,2.36,17.93,33915,70777,9.24,43.25,42.88,10.07,37.46,0.15,4.39,0.43,4.27,12923,2.83,56.27,43.73,13710,94.26,5.74,57.73,42.27,840800,4.84,95.16,17.02,24.09,26.15,19.12,13.63,49.24,12.05,70.44,1.16,0.16,16.06,0.12,116,3.163780172,8579,233.9833629
11360,18892,50.9,15.18,56.65,28.17,45.82,54.18,54.71,0.87,0.08,32.42,0,0.88,10.95,49653,84356,5.39,44.46,54.89,12.97,23.45,0.11,1.07,0.1,7.04,8293,2.27,51.92,48.08,9423,88.01,11.99,73.4,26.6,590300,7.37,92.63,10.07,20.01,21.37,25.08,23.48,32.66,19.06,61.72,2.35,0.18,16.69,0,84,4.446326487,3983,210.8299809
