Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
06/29/2021,57,2,5,17,11,13,9,1,3,3,0,0,32,25,0,16,0,17,14,3,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,1,1,0,3,2,0,1,0,4,0,0,0
10/26/2021,345,3,19,92,63,70,45,39,24,8,4,0,181,163,1,69,11,90,106,24,45,0,0,0,0,1,0,0,2,0,2,1,0,0,1,2,0,0,0,1,1,4,3,3,2,4,1,0,10,9,0,3,0,10,5,0,1
07/10/2021,49,0,7,7,12,16,8,2,1,3,0,0,24,25,0,8,2,12,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,5,2,0,2,0,3,1,0,1
06/24/2021,45,0,11,7,15,10,7,4,0,1,1,0,25,20,0,6,2,19,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0,0,0,0,4,7,0,1,2,5,3,0,0
08/26/2020,388,3,34,48,126,82,44,44,23,12,9,0,196,191,1,199,7,43,104,14,21,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,1,4,3,3,8,5,5,5,0,20,14,0,16,1,6,6,4,1
01/29/2022,579,17,48,133,99,114,80,51,57,28,15,2,292,284,3,138,43,93,181,23,101,0,0,0,0,2,4,6,5,0,6,11,0,2,1,9,5,0,0,1,3,9,5,9,10,5,6,0,26,22,0,13,1,20,10,4,0
12/21/2021,6564,9,197,881,1965,1668,897,611,352,120,69,1,3556,2934,74,854,232,1705,1905,552,1316,0,0,0,1,1,1,3,3,0,3,6,0,2,0,5,2,0,0,12,21,21,19,31,30,38,25,0,93,104,0,36,1,104,41,9,6
01/21/2022,1621,24,97,395,307,282,204,167,142,65,59,0,893,720,8,385,110,267,442,80,337,0,0,0,0,4,3,2,15,0,13,11,0,4,1,11,8,0,0,3,5,9,8,9,18,17,28,0,51,46,0,23,4,35,30,3,2
10/25/2021,363,3,33,82,78,65,51,36,26,17,8,0,188,172,3,62,11,78,128,37,47,0,0,0,0,2,1,0,0,0,0,3,0,1,0,2,0,0,0,0,2,5,1,7,9,3,6,0,20,13,0,6,2,15,9,1,0
02/04/2022,578,7,35,153,127,80,73,62,47,17,19,0,310,262,6,153,44,81,160,32,108,0,0,0,0,2,0,2,3,0,3,4,0,2,0,3,2,0,0,0,3,5,2,8,4,4,9,0,19,16,0,10,0,12,10,1,2
12/03/2020,2071,30,117,235,521,406,317,308,157,80,47,0,1096,972,3,845,75,401,437,78,235,0,0,0,1,3,6,10,10,0,12,18,0,7,3,13,7,0,0,1,3,11,14,21,24,20,23,0,49,68,0,39,4,45,25,3,1
02/22/2021,389,8,28,53,90,84,57,54,32,11,8,0,199,190,0,154,14,66,107,12,36,0,0,0,2,2,1,2,1,0,4,4,0,4,0,4,0,0,0,0,1,2,4,4,9,1,7,0,11,17,0,10,0,10,7,1,0
08/14/2020,347,3,26,54,86,64,59,40,26,10,8,0,179,165,3,145,5,71,90,13,23,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,1,2,3,3,7,5,4,0,14,12,0,5,0,16,5,0,0
10/21/2021,340,5,23,84,70,72,40,39,19,15,1,0,185,153,2,55,19,71,119,22,54,0,0,1,0,1,1,1,1,0,3,2,0,1,0,4,0,0,0,0,3,7,1,4,2,5,1,0,10,13,0,6,2,9,4,1,1
06/28/2021,50,2,11,12,9,9,9,5,3,3,0,0,18,32,0,12,2,20,7,3,6,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,1,0,2,1,3,1,0,7,4,0,6,0,5,0,0,0
08/09/2020,115,2,17,16,41,21,12,6,9,6,4,0,53,62,0,47,4,19,39,0,6,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,5,2,1,3,2,0,4,0,9,8,0,3,0,9,3,0,2
11/12/2021,620,6,35,131,104,135,89,81,45,20,15,0,334,282,4,95,24,125,190,60,126,0,0,0,1,1,1,1,2,0,4,2,0,0,0,4,2,0,0,2,0,3,5,8,5,7,5,0,18,17,0,4,1,14,14,1,1
09/24/2021,352,7,23,70,87,81,41,34,24,13,2,0,184,165,3,67,12,105,110,27,31,0,0,2,1,0,2,1,1,0,2,5,0,2,1,2,2,0,0,1,2,5,5,2,2,3,3,0,12,11,0,5,0,13,5,0,0
09/18/2021,308,4,26,62,61,69,41,37,23,11,4,0,163,145,0,73,17,78,84,33,23,0,0,0,0,0,0,1,3,0,3,1,0,0,0,1,3,0,0,2,2,6,0,8,5,2,1,0,14,12,0,6,0,10,6,3,1
11/23/2021,724,4,39,173,165,144,86,67,44,21,24,0,345,374,5,127,22,167,234,55,119,0,0,1,0,2,1,0,0,0,1,3,0,1,0,3,0,0,0,0,2,5,3,7,9,7,6,0,19,20,0,9,3,11,13,3,0
01/13/2021,1112,18,63,147,276,223,147,143,95,48,33,0,551,560,1,358,48,260,293,45,108,0,0,0,0,1,7,2,8,0,8,10,0,5,2,9,2,0,0,2,4,1,10,8,13,15,10,0,27,36,0,19,2,26,14,1,1
07/28/2021,348,3,28,41,107,92,50,35,11,10,2,0,173,174,1,70,15,92,101,14,56,0,0,0,1,0,1,1,0,0,1,2,0,1,0,2,0,0,0,1,4,5,6,7,2,3,0,0,12,16,0,5,0,18,5,0,0
05/30/2021,52,7,11,7,15,11,6,6,7,0,0,0,23,29,0,18,0,18,9,1,6,0,0,0,0,1,1,3,2,0,3,4,0,1,0,5,1,0,0,1,0,0,3,1,4,1,1,0,7,4,0,2,0,7,2,0,0
04/27/2021,565,5,58,101,143,113,79,63,41,14,11,0,288,277,0,158,16,239,97,14,41,0,0,0,1,1,1,1,1,0,2,3,0,2,0,3,0,0,0,1,5,9,6,13,12,5,7,0,33,25,0,9,1,37,11,0,0
10/18/2021,355,1,25,96,63,60,57,43,23,7,6,0,184,170,1,72,16,76,110,22,59,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,5,3,8,4,2,0,15,10,0,7,0,11,4,2,1
10/23/2020,1016,4,65,126,251,188,173,134,90,37,16,1,543,468,5,313,33,207,324,34,105,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,5,8,4,12,17,11,5,0,33,32,0,17,2,22,21,0,3
01/04/2021,1877,10,88,229,477,386,304,227,137,71,46,0,988,880,9,733,76,330,478,78,182,0,0,0,0,1,2,3,4,0,4,6,0,5,1,0,4,0,0,2,6,4,7,14,17,18,20,0,43,45,0,30,4,38,15,1,0
09/14/2020,430,3,19,62,108,91,66,59,27,9,8,0,226,203,1,208,11,67,111,9,24,0,0,0,0,1,0,1,1,0,1,2,0,3,0,0,0,0,0,1,3,1,3,3,3,3,2,0,7,12,0,7,0,7,4,0,1
05/26/2020,751,23,77,61,159,128,137,128,76,40,22,0,393,353,5,408,20,138,73,32,80,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,8,27,13,9,8,0,42,35,0,29,2,30,13,1,2
07/31/2020,392,2,24,46,112,82,64,42,31,8,7,0,208,181,3,193,6,78,81,9,25,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,4,5,1,2,7,3,1,0,13,11,0,8,1,12,3,0,0
03/20/2021,277,6,30,31,90,66,37,25,18,5,5,0,134,143,0,68,17,78,87,9,18,0,0,0,0,1,2,1,2,0,3,3,0,1,0,3,2,0,0,1,7,2,1,10,5,1,3,0,15,15,0,8,1,11,8,1,1
11/28/2021,495,3,61,74,104,109,86,54,39,15,14,0,246,242,7,74,15,105,174,40,87,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,2,0,0,3,3,6,7,14,16,4,8,0,26,35,0,15,3,28,13,1,1
03/28/2020,248,4,131,2,27,54,36,44,38,28,19,0,138,110,0,37,7,140,44,11,9,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,10,18,33,21,22,21,0,69,62,0,22,2,85,16,6,0
04/28/2020,1323,56,174,68,247,232,253,247,156,68,52,0,635,688,0,691,17,280,136,63,136,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,21,40,28,29,26,0,73,101,0,70,7,61,30,6,0
12/19/2020,852,24,79,96,171,162,160,119,75,40,29,0,449,396,7,333,49,123,222,45,80,0,0,0,0,0,6,7,11,0,11,13,0,8,1,7,8,0,0,2,8,4,5,17,17,11,15,0,42,37,0,30,3,31,12,3,0
01/07/2022,4875,32,222,901,1026,862,700,627,415,219,124,1,2674,2163,38,1042,235,932,1163,299,1204,0,0,0,0,2,7,8,15,0,15,17,0,5,0,16,10,1,0,7,17,22,19,29,48,44,36,0,111,111,0,46,6,103,60,4,3
10/29/2020,1888,4,88,216,543,406,300,194,131,60,38,0,978,908,2,801,69,227,523,85,183,0,0,0,0,0,1,1,2,0,2,2,0,1,0,0,3,0,0,2,5,12,10,10,18,14,17,0,48,40,0,28,1,31,22,4,2
03/04/2021,287,8,27,42,81,60,39,24,23,11,7,0,148,139,0,83,24,55,92,12,21,0,0,1,1,1,2,0,3,0,5,3,0,4,0,0,4,0,0,0,1,3,4,5,5,6,3,0,16,11,0,4,1,14,8,0,0
05/06/2020,969,44,133,55,188,159,213,170,93,53,38,0,484,484,1,542,16,175,122,24,90,0,0,1,3,5,11,10,14,0,14,30,0,13,5,14,12,0,0,2,1,10,22,24,30,23,21,0,61,72,0,48,1,52,24,8,0
08/15/2021,290,5,31,49,63,81,34,30,20,8,5,0,141,148,1,58,21,74,98,8,31,0,1,0,1,2,0,1,0,0,2,3,0,0,0,4,1,0,0,1,3,4,6,5,7,2,3,0,13,18,0,11,0,14,5,0,1
12/11/2021,882,11,75,167,218,178,131,82,63,33,10,0,466,412,4,122,29,209,264,85,173,0,0,0,5,2,1,2,1,0,3,8,0,4,0,3,4,0,0,4,9,7,12,9,14,10,10,0,32,43,0,19,1,32,20,2,1
02/16/2021,213,5,34,24,65,30,43,22,17,8,4,0,113,99,1,48,11,41,79,12,22,0,0,0,0,0,1,3,1,0,1,4,0,2,0,2,1,0,0,0,2,3,4,7,7,6,5,0,24,10,0,7,0,16,9,2,0
03/18/2021,424,3,35,55,168,78,53,40,22,3,5,0,202,219,3,84,15,95,175,16,39,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,5,4,12,2,1,0,17,18,0,4,2,16,10,3,0
02/23/2021,313,12,18,30,90,63,37,49,25,12,7,0,154,158,1,96,16,71,96,9,25,0,0,0,1,2,2,4,3,0,5,7,0,3,0,5,4,0,0,0,3,1,3,4,2,3,2,0,12,6,0,2,1,8,5,2,0
07/28/2020,332,3,17,36,87,75,66,33,19,9,7,0,185,145,2,159,11,77,52,6,27,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,2,7,3,1,1,1,1,0,12,5,0,8,0,7,2,0,0
12/16/2020,1385,25,83,175,324,252,219,204,109,55,47,0,687,693,5,525,50,303,317,54,136,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,2,6,3,9,19,16,15,13,0,43,40,0,26,2,35,17,2,1
04/16/2020,678,31,152,8,118,114,119,121,94,63,41,0,321,357,0,265,19,223,104,21,46,0,0,0,2,3,6,8,12,0,14,17,0,5,3,16,7,0,0,0,5,10,15,33,33,32,24,0,57,95,0,48,2,72,22,8,0
11/26/2021,521,13,48,82,123,114,60,69,46,15,12,0,278,241,2,89,24,97,168,48,95,0,1,0,3,0,4,3,2,0,8,5,0,3,0,6,4,0,0,1,4,7,3,10,9,7,7,0,28,20,0,13,0,21,10,3,1
10/28/2021,400,6,26,93,77,91,55,45,27,6,6,0,211,189,0,60,18,86,149,32,55,0,0,0,1,0,3,1,1,0,2,4,0,4,0,1,1,0,0,0,0,5,4,3,8,3,3,0,13,13,0,6,1,7,8,1,3
05/17/2021,347,7,51,58,84,74,44,39,33,8,7,0,197,150,0,72,12,158,54,14,37,0,0,0,0,1,1,3,2,0,3,4,0,3,0,4,0,0,0,2,7,6,7,10,9,5,5,0,20,31,0,8,0,40,1,0,2
02/15/2022,344,3,17,92,79,67,27,32,23,11,13,0,200,140,4,69,22,50,114,15,74,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,2,0,0,1,0,1,0,1,5,1,8,0,9,8,0,6,0,2,8,1,0
08/17/2020,492,3,26,69,142,84,72,63,29,23,10,0,238,252,2,272,9,79,101,11,20,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,1,2,6,6,5,5,1,0,13,13,0,9,0,13,4,0,0
01/06/2021,1459,13,66,191,417,298,204,154,107,64,24,0,756,695,8,483,63,294,435,50,134,0,0,0,0,2,5,1,5,0,6,7,0,3,2,4,3,1,0,1,3,5,5,10,13,15,14,0,26,40,0,20,3,25,15,0,3
11/09/2021,652,5,28,181,129,129,75,60,42,23,13,0,334,314,4,94,26,206,178,43,105,0,0,0,0,0,3,1,1,0,2,3,0,1,1,1,2,0,0,0,4,5,3,1,7,3,5,0,18,10,0,3,1,16,7,0,1
04/16/2021,656,6,60,109,188,126,94,67,47,13,12,0,377,279,0,180,24,230,141,15,66,0,0,0,0,2,2,0,2,0,2,4,0,1,0,3,1,1,0,0,8,6,7,13,15,7,4,0,37,23,0,11,0,37,8,3,1
12/22/2021,7070,18,154,978,2148,1707,975,646,399,136,81,0,3915,3088,67,967,220,1915,1934,689,1345,0,0,1,0,1,3,4,9,0,10,8,0,2,0,10,6,0,0,11,17,22,21,22,23,18,20,0,80,74,0,23,2,90,32,4,3
02/10/2021,367,11,50,51,101,70,42,44,28,18,13,0,172,195,0,87,13,94,121,16,36,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,1,6,6,4,10,10,3,10,0,19,31,0,17,1,20,11,1,0
12/09/2020,1754,28,113,194,431,332,292,220,178,75,32,0,940,807,7,718,66,358,352,59,201,0,1,0,1,2,9,8,7,0,11,17,0,9,1,9,9,0,0,4,9,2,11,20,23,23,21,0,56,57,0,28,6,51,22,5,1
02/05/2022,364,15,29,75,61,79,45,52,22,19,10,1,159,203,2,70,19,61,113,9,92,0,0,0,0,2,5,4,4,0,5,10,0,7,2,2,4,0,0,2,1,2,1,5,3,8,7,0,14,15,0,4,1,9,11,1,3
04/30/2021,551,9,52,125,117,102,66,62,49,19,11,0,309,242,0,130,16,234,91,12,68,1,0,0,2,0,2,1,3,0,4,5,0,2,0,4,3,0,0,1,5,4,5,9,10,11,7,0,27,25,0,5,1,32,12,1,1
07/08/2021,76,0,5,13,30,16,5,6,3,3,0,0,43,33,0,16,1,22,22,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,1,0,4,0,0,0
12/26/2021,4285,11,207,617,1142,981,665,438,258,121,63,0,2301,1944,40,804,145,1072,1140,438,686,0,0,0,1,0,5,4,1,0,5,6,0,2,0,7,2,0,0,10,25,20,22,32,38,32,28,0,119,88,0,34,4,115,41,9,4
07/21/2020,290,1,30,24,83,57,55,31,23,8,9,0,143,146,1,99,3,93,59,17,19,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,6,2,4,4,5,0,14,16,0,7,1,14,6,0,2
06/05/2020,337,17,42,33,75,70,50,51,30,18,10,0,172,165,0,198,5,57,37,10,30,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,6,5,5,8,6,9,3,0,20,22,0,18,0,15,4,2,3
06/13/2020,120,18,23,13,25,19,14,22,14,7,6,0,67,53,0,53,0,26,18,4,19,0,0,0,0,3,5,5,5,0,11,7,0,3,1,6,8,0,0,0,3,1,6,2,5,1,5,0,13,10,0,9,0,9,4,1,0
10/24/2021,204,4,7,49,41,54,23,16,12,6,3,0,109,93,2,44,10,37,74,18,21,0,0,0,0,1,3,0,0,0,2,2,0,0,1,2,1,0,0,0,1,0,1,2,0,2,1,0,3,4,0,1,0,5,1,0,0
01/22/2021,737,12,51,102,172,144,116,98,61,30,14,0,388,349,0,261,31,160,178,38,69,0,0,0,0,2,4,4,2,0,5,7,0,4,0,4,4,0,0,2,2,7,8,6,12,7,7,0,17,34,0,15,1,23,9,3,0
04/12/2021,864,5,59,138,204,185,144,95,60,29,9,0,424,440,0,237,21,310,197,20,79,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,2,5,4,8,12,7,14,7,0,27,32,0,16,0,30,11,2,0
08/20/2021,565,3,31,88,144,133,79,51,36,23,11,0,283,277,5,120,24,125,192,22,82,0,0,1,0,1,0,1,0,0,1,2,0,0,0,2,1,0,0,0,3,3,8,6,4,5,2,0,14,17,0,7,0,20,3,1,0
03/28/2021,354,7,44,30,120,74,51,41,24,8,6,0,192,162,0,72,20,81,138,14,29,0,0,0,2,2,2,0,1,0,1,6,0,3,0,2,2,0,0,0,5,5,2,19,7,4,2,0,20,24,0,9,1,26,5,3,0
02/09/2022,469,8,30,127,110,79,62,33,28,15,14,1,245,211,13,96,28,64,165,23,93,0,0,0,0,1,5,2,0,0,2,6,0,4,0,4,0,0,0,2,3,5,4,0,7,3,6,0,15,15,0,12,3,9,5,1,0
10/15/2020,908,2,37,86,266,214,112,115,72,28,15,0,465,443,0,404,22,121,252,29,80,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,2,6,4,4,9,6,5,0,19,18,0,6,0,19,10,2,0
10/12/2020,682,4,37,69,180,119,123,91,59,31,10,0,322,356,4,245,27,108,201,35,66,0,0,0,1,1,0,2,0,0,2,2,0,3,0,1,0,0,0,0,3,3,7,7,7,7,3,0,15,22,0,9,2,12,11,0,3
04/09/2020,574,25,150,9,83,101,103,129,74,40,35,0,259,315,0,187,24,219,94,25,25,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,34,32,28,20,0,64,86,0,31,6,80,28,4,1
03/29/2020,282,20,130,4,29,48,54,50,50,30,17,0,128,154,0,55,12,154,42,9,10,0,1,0,1,4,4,6,4,0,3,17,0,2,2,14,2,0,0,0,6,12,25,23,26,24,14,0,56,74,0,21,3,94,10,1,1
04/25/2020,638,38,118,32,122,120,135,107,67,31,24,0,313,325,0,346,14,116,89,18,55,0,0,2,1,6,6,11,12,0,14,24,0,12,2,19,5,0,0,0,5,11,12,25,30,20,15,0,52,66,0,47,3,42,18,8,0
01/24/2021,339,16,46,34,82,71,46,43,30,23,10,0,171,168,0,74,19,63,133,12,38,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,2,2,6,5,12,12,7,0,22,24,0,9,4,20,9,2,2
08/28/2021,361,3,27,79,92,63,51,32,25,11,8,0,186,173,2,76,10,117,86,13,59,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,2,0,0,1,3,3,3,5,5,4,3,0,13,14,0,5,0,16,6,0,0
04/26/2020,433,51,129,12,83,55,96,66,57,32,32,0,228,205,0,179,20,94,65,19,56,0,1,0,4,3,13,11,19,0,22,29,0,18,2,23,8,0,0,0,12,5,23,21,28,20,20,0,57,72,0,59,2,37,26,5,0
07/07/2021,73,2,7,17,18,16,13,4,3,2,0,0,50,22,1,18,3,19,19,2,12,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,2,2,0,5,2,0,0,0,3,4,0,0
03/13/2020,32,0,8,0,4,13,5,5,5,0,0,0,8,24,0,4,3,5,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,3,5,0,1,0,3,4,0,0
08/13/2020,391,4,24,39,118,79,72,40,24,11,8,0,211,178,2,188,8,72,95,14,14,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,4,2,5,0,6,5,2,0,15,9,0,8,0,11,3,2,0
